iter	Logloss
282	0.2187583038
283	0.2186977468
284	0.2186099661
285	0.2184502484
286	0.2181082516
287	0.2180130366
288	0.2178723167
289	0.2177322783
290	0.2176285671
291	0.2175176484
292	0.2174334806
293	0.2172729187
294	0.2171622313
295	0.2170148905
296	0.216909458
297	0.2167800452
298	0.21664058
299	0.2164679615
300	0.2163662006
301	0.2161916326
302	0.2159965703
303	0.2158653657
304	0.2156731728
305	0.2155048425
306	0.2154148318
307	0.2152609506
308	0.2150468172
309	0.2149024349
310	0.2147244244
311	0.2145463528
312	0.2143927736
313	0.2142292287
314	0.2139858145
315	0.2139027388
316	0.2137896656
317	0.2136758275
318	0.2133798743
319	0.2132704024
320	0.2131931733
321	0.2131314029
322	0.2130178009
323	0.2129240623
324	0.2128300777
325	0.212729058
326	0.2126482098
327	0.2125191377
328	0.212466492
329	0.2123824109
330	0.2123320523
331	0.212284726
332	0.2122117968
333	0.2120512418
334	0.2117670914
335	0.2116443369
336	0.211366387
337	0.2112217407
338	0.2111217824
339	0.2110224066
340	0.2108557073
341	0.2107840991
342	0.2106748655
343	0.2105103079
344	0.2103745981
345	0.210216508
346	0.2101443913
347	0.2100106118
348	0.209599068
349	0.2094836788
350	0.2092191464
351	0.2090868307
352	0.2090054698
353	0.2088699223
354	0.2088067575
355	0.2087182516
356	0.2085916354
357	0.2084927259
358	0.2083986567
359	0.2082665564
360	0.2081828778
361	0.2081358413
362	0.2080373198
363	0.207944921
364	0.2078545278
365	0.2076583858
366	0.2075534491
367	0.2074617131
368	0.2073792203
369	0.2072800908
370	0.2072089994
371	0.2070401544
372	0.2067735679
373	0.2066607672
374	0.2066059206
375	0.20656047
376	0.206462869
377	0.2063343384
378	0.2061363094
379	0.206066949
380	0.205962237
381	0.2058344678
382	0.2057447099
383	0.2056651688
384	0.2053614443
385	0.2052353146
386	0.205187107
387	0.2050223112
388	0.2049108525
389	0.2048261758
390	0.204743674
391	0.204611085
392	0.2045097158
393	0.2043960703
394	0.2042845577
395	0.2042419633
396	0.2041726092
397	0.2041119709
398	0.2040073694
399	0.2039289933
400	0.2038756886
401	0.2037777753
402	0.2037193522
403	0.2036244806
404	0.2035385504
405	0.2034403858
406	0.2033811339
407	0.2032647181
408	0.2031422812
409	0.2030281323
410	0.2029396708
411	0.2027364322
412	0.2026821931
413	0.2025681951
414	0.2024804209
415	0.2023999017
416	0.2023452886
417	0.202274396
418	0.2021960937
419	0.2021250553
420	0.2020218099
421	0.2019335306
422	0.2018756479
423	0.2017316167
424	0.2016832746
425	0.2015911086
426	0.2014837557
427	0.2014270455
428	0.2013632364
429	0.2012934226
430	0.2012352414
431	0.2011989611
432	0.2011203455
433	0.2010496082
434	0.2010203388
435	0.2009809128
436	0.2008261422
437	0.2007721367
438	0.2006226145
439	0.2004846174
440	0.2002726039
441	0.2002223947
442	0.2001441421
443	0.2000296598
444	0.1999483621
445	0.1998172818
446	0.1997486482
447	0.1996997312
448	0.1996270208
449	0.1995429141
450	0.1994142999
451	0.1993776493
452	0.1993041985
453	0.1991530184
454	0.1990953008
455	0.1990126616
456	0.1987092528
457	0.1986179526
458	0.1985410845
459	0.19843936
460	0.1983626218
461	0.1982331128
462	0.1980751147
463	0.1979743247
464	0.1978984156
465	0.1978187342
466	0.1976214519
467	0.197534152
468	0.1974538555
469	0.1973587888
470	0.1972921498
471	0.1972119495
472	0.1971527564
473	0.1970950405
474	0.1969240532
475	0.1968451717
476	0.1967596952
477	0.1966346351
478	0.1965550794
479	0.1965038036
480	0.1964042301
481	0.1963569665
482	0.1962426711
483	0.1961735821
484	0.1959461904
485	0.1958509933
486	0.1957183724
487	0.1956398975
488	0.195555376
489	0.1955257044
490	0.1954547062
491	0.1953856101
492	0.1953212341
493	0.1952617718
494	0.1952075113
495	0.1951690852
496	0.1951035069
497	0.1949302927
498	0.1948524835
499	0.1947154847
500	0.194604827
501	0.1945262958
502	0.1944617721
503	0.1943863071
504	0.1943069981
505	0.1942139328
506	0.1941659014
507	0.1940216052
508	0.193947501
509	0.1938369319
510	0.1937532538
511	0.1935580381
512	0.1934932815
513	0.1934443765
514	0.1934207031
515	0.1933669149
516	0.1932442281
517	0.1931790155
518	0.1931133529
519	0.1930508276
520	0.1928868741
521	0.1928138633
522	0.1927564657
523	0.1927078614
524	0.192644667
525	0.1925995834
526	0.1925036951
527	0.1924490952
528	0.1923572502
529	0.1922479735
530	0.192180504
531	0.1921063771
532	0.1920766063
533	0.1920026171
534	0.1919672245
535	0.1918861425
536	0.1918353835
537	0.1917161527
538	0.19164157
539	0.1915529646
540	0.1914632109
541	0.1913863676
542	0.1912167784
543	0.1911611371
544	0.1911217024
545	0.1908430463
546	0.1906984957
547	0.1905764867
548	0.1904796566
549	0.1904142408
550	0.1903477472
551	0.190240687
552	0.190187726
553	0.1901138479
554	0.1899923329
555	0.189888092
556	0.1898201575
557	0.1897024292
558	0.1895854951
559	0.1894974762
560	0.1894077016
561	0.1893407427
562	0.1892666924
563	0.1892333347
564	0.1889902049
565	0.1888873686
566	0.188850152
567	0.1888160745
568	0.1886537556
569	0.1884708245
570	0.1882696467
571	0.188246061
572	0.1880747537
573	0.1879835794
574	0.187892029
575	0.1877799265
576	0.1877177788
577	0.1875816017
578	0.1875158473
579	0.1874983019
580	0.1874451871
581	0.1872693782
582	0.1872051064
583	0.1871459914
584	0.1869186449
585	0.186844306
586	0.1867412588
587	0.1866311153
588	0.1865948812
589	0.1865439937
590	0.1865078532
591	0.1863998792
592	0.1861514744
593	0.1860723967
594	0.1860035056
595	0.1859441993
596	0.1859277788
597	0.1858540688
598	0.1857905742
599	0.1856455774
600	0.1855626254
601	0.185506389
602	0.1854739197
603	0.1854414536
604	0.1853701438
605	0.1852961971
606	0.1852534384
607	0.1851805631
608	0.1851077609
609	0.1850493424
610	0.184988213
611	0.1849365283
612	0.1848727857
613	0.1848002373
614	0.1847646237
615	0.1847079276
616	0.1846358524
617	0.184596311
618	0.1845134474
619	0.1843962193
620	0.1843122231
621	0.1842150897
622	0.1840864358
623	0.1839859467
624	0.1839114689
625	0.1838225129
626	0.1837724315
627	0.1837469702
628	0.1836905414
629	0.1836279319
630	0.1835912427
631	0.1834736398
632	0.1833588834
633	0.1833038164
634	0.1832111716
635	0.1831635001
636	0.1830792011
637	0.1830258094
638	0.182861584
639	0.1828074823
640	0.182792936
641	0.1827099603
642	0.1825797796
643	0.1825247151
644	0.1824368161
645	0.1823905364
646	0.1823455214
647	0.1822618618
648	0.1821825668
649	0.1821124019
650	0.1820359746
651	0.1819670224
652	0.1819506269
653	0.1818976377
654	0.1818273854
655	0.1817639208
656	0.1816096643
657	0.1815450269
658	0.1814825029
659	0.18137851
660	0.1812999953
661	0.1812203282
662	0.1811750853
663	0.1811205056
664	0.1810688386
665	0.1809676581
666	0.1808896176
667	0.1808483563
668	0.180791861
669	0.1807253943
670	0.1805321738
671	0.1804344254
672	0.1803496468
673	0.1802990705
674	0.1802042372
675	0.1801662718
676	0.1801067014
677	0.1800662725
678	0.1800167459
679	0.1799758303
680	0.1799386337
681	0.1798820621
682	0.1797965085
683	0.1797362311
684	0.1796557273
685	0.179599761
686	0.1795361835
687	0.1795231933
688	0.1794104274
689	0.1792690775
690	0.1791924352
691	0.1791222185
692	0.1790346376
693	0.1789447499
694	0.1788776775
695	0.1788228306
696	0.1787899656
697	0.1786682029
698	0.1785840942
699	0.1785065251
700	0.1784843753
701	0.1784136611
702	0.1783223236
703	0.1782560828
704	0.1781581252
705	0.1781032975
706	0.1780525805
707	0.1779738821
708	0.1778918871
709	0.1777694911
710	0.1776961601
711	0.1776311344
712	0.1774626686
713	0.1773938751
714	0.1772794981
715	0.1772480315
716	0.1771951509
717	0.1771503238
718	0.1771067902
719	0.1770017868
720	0.1769470456
721	0.1768866619
722	0.176826498
723	0.1767651848
724	0.1767006076
725	0.1766799115
726	0.1766078799
727	0.1765395048
728	0.1764799146
729	0.1764292128
730	0.1763534965
731	0.1762309008
732	0.1761816146
733	0.176105859
734	0.1760471923
735	0.1759943358
736	0.1759388584
737	0.1758843287
738	0.1758414455
739	0.1758188381
740	0.1757622978
741	0.1757414534
742	0.1757206806
743	0.1756706904
744	0.1756204906
745	0.1755484244
746	0.1754709464
747	0.1754301558
748	0.1754041586
749	0.175392675
750	0.1753444707
751	0.1753103348
752	0.1752413778
753	0.1751984577
754	0.1751654355
755	0.1751195592
756	0.1750275652
757	0.1749809021
758	0.1749557824
759	0.1748857429
760	0.1747308572
761	0.1746066857
762	0.1745709267
763	0.1745065942
764	0.1744288294
765	0.1743192137
766	0.1742644987
767	0.1741984216
768	0.1741451758
769	0.1740699237
770	0.1740042725
771	0.1739322797
772	0.1738928916
773	0.1738167032
774	0.1737069577
775	0.1736595697
776	0.1735242525
777	0.1734770217
778	0.1734150064
779	0.1733178963
780	0.173249502
781	0.1732226589
782	0.1731609321
783	0.1730864331
784	0.1730433261
785	0.1729567101
786	0.1729090607
787	0.172838738
788	0.1727632037
789	0.172715597
790	0.1726761675
791	0.1725767235
792	0.172547511
793	0.1724860109
794	0.1724471334
795	0.1724091711
796	0.172339917
797	0.1722401561
798	0.1721072493
799	0.1720167047
800	0.1719868092
801	0.1719332924
802	0.1718755193
803	0.171823721
804	0.171783713
805	0.1717128933
806	0.1716340346
807	0.1716030185
808	0.1715478561
809	0.171495811
810	0.171453626
811	0.1714185705
812	0.1713607935
813	0.171281351
814	0.1712227005
815	0.1711430446
816	0.1711007457
817	0.1710724858
818	0.1710204969
819	0.1709398814
820	0.1708890474
821	0.1708430577
822	0.1707665263
823	0.1706565002
824	0.1706113196
825	0.1705578283
826	0.1704911022
827	0.1704456985
828	0.1703796973
829	0.1703262712
830	0.1702957635
831	0.1702569208
832	0.1701743596
833	0.170145082
834	0.1701121785
835	0.1700476173
836	0.1700012151
837	0.169929511
838	0.1698555945
839	0.1698117496
840	0.1697561077
841	0.1697246785
842	0.1696620008
843	0.1696019552
844	0.1695108118
845	0.1694537615
846	0.169301548
847	0.1692432618
848	0.1691693388
849	0.1691104926
850	0.1690690609
851	0.1689100754
852	0.1688718543
853	0.1687496057
854	0.1687179966
855	0.1686793391
856	0.1686217651
857	0.168562047
858	0.1684944243
859	0.1684398417
860	0.1684064627
861	0.1683590409
862	0.1682825541
863	0.1681783097
864	0.1681171611
865	0.1680802824
866	0.1680704
867	0.1680132329
868	0.1679590071
869	0.1679026915
870	0.16783284
871	0.1677940332
872	0.1677263576
873	0.1676807883
874	0.1675989523
875	0.167569598
876	0.1675266917
877	0.167485765
878	0.1674060364
879	0.1673373897
880	0.167304332
881	0.1672559053
882	0.1671966486
883	0.1671611325
884	0.1671011629
885	0.167073216
886	0.1670158894
887	0.1669662933
888	0.1668635569
889	0.1668459804
890	0.1668120589
891	0.1667723949
892	0.1667400755
893	0.1666955451
894	0.1666092469
895	0.1665699818
896	0.1664756306
897	0.1664330211
898	0.1663847955
899	0.1662998717
900	0.1662447865
901	0.1661988873
902	0.1661464696
903	0.1660947732
904	0.1660485877
905	0.165980797
906	0.165868902
907	0.1658633921
908	0.1657493357
909	0.1657032109
910	0.1656543601
911	0.1655858905
912	0.1655323504
913	0.1654929303
914	0.1654448867
915	0.1653813441
916	0.1653421083
917	0.1652989663
918	0.1652282582
919	0.1651558811
920	0.1651298448
921	0.1650621414
922	0.1650025918
923	0.1649666242
924	0.1649046063
925	0.1648815525
926	0.1648379391
927	0.1648069028
928	0.1647812843
929	0.1647376062
930	0.1646768455
931	0.1645941478
932	0.1645502032
933	0.1644710141
934	0.1644613357
935	0.164426972
936	0.1643657853
937	0.16430555
938	0.1642664193
939	0.1641912877
940	0.164147305
941	0.164121887
942	0.1640405215
943	0.163986454
944	0.1639229695
945	0.1638641633
946	0.1638020424
947	0.1637555165
948	0.1637290328
949	0.1636935739
950	0.163652762
951	0.1635955687
952	0.1635071057
953	0.1634371142
954	0.1633600023
955	0.1633056559
956	0.1632599375
957	0.163214068
958	0.1631133131
959	0.16308457
960	0.1630341
961	0.1629812227
962	0.1628670517
963	0.1628206846
964	0.1627382921
965	0.1627265338
966	0.1626786774
967	0.1626125145
968	0.162566304
969	0.162507357
970	0.1624683207
971	0.1623726017
972	0.1623310532
973	0.1622671312
974	0.1622390562
975	0.162180949
976	0.1621310519
977	0.1620643367
978	0.1619846865
979	0.1618763775
980	0.1618198941
981	0.1617104267
982	0.1616743913
983	0.161611743
984	0.1615270376
985	0.1614759114
986	0.1614215085
987	0.161346492
988	0.1612653252
989	0.1612110919
990	0.1611837081
991	0.1611182579
992	0.1610771202
993	0.1610068338
994	0.1609663228
995	0.1609411369
996	0.1608692362
997	0.1608308998
998	0.1607848486
999	0.1607308226
1587217692
0.1632577544
